transaction_id,sender_person_id,sender_account_id,receiver_person_id,receiver_account_id,transaction_datetime,amount_inr,transaction_type,bank_id,branch_id,reference,location_id,case_id
TXN-0013562,P-001738,AC-001738,P-000390,AC-000390,2026-05-08 10:03:28,71876,UPI,BOK-CUB,BR-024,UTR-9191201460,,
TXN-0013563,P-000574,AC-000574,P-001775,AC-001775,2026-01-18 03:21:27,74115,CASH,BOK-UCO,BR-034,UTR-8838845994,L-000096,
TXN-0013564,P-000073,AC-000073,P-000059,AC-000059,2026-03-16 03:04:20,178788,UPI,BOK-ESAF,BR-101,UTR-7646375466,,
TXN-0013565,P-000100,AC-000100,P-001826,AC-001826,2026-08-22 12:01:06,63102,TRANSFER,BOK-CBI,BR-099,UTR-4865392480,,
TXN-0013566,P-000390,AC-000390,P-000914,AC-000914,2026-03-15 02:27:32,63682,UPI,BOK-CAN,BR-122,UTR-9492268797,,
TXN-0013567,P-000360,AC-000360,P-001533,AC-001533,2026-07-12 06:32:42,24307,CASH,BOK-BOB,BR-069,UTR-6766921514,,
TXN-0013568,P-001870,AC-001870,P-001206,AC-001206,2026-07-22 15:06:09,50619,TRANSFER,BOK-CBI,BR-202,UTR-9122161764,,
TXN-0013569,P-000901,AC-000901,P-000219,AC-000219,2026-08-14 06:37:11,44957,RTGS,BOK-ESAF,BR-092,UTR-7833872618,,
TXN-0013570,P-000844,AC-000844,P-000029,AC-000029,2026-06-29 20:47:04,203084,TRANSFER,BOK-AXIS,BR-010,UTR-8216711023,,CR-2026-2002
TXN-0013571,P-001802,AC-001802,P-001684,AC-001684,2026-04-09 21:51:08,89196,UPI,BOK-PNB,BR-012,UTR-2796931724,,CR-2026-2002
TXN-0013572,P-001928,AC-001928,P-000585,AC-000585,2026-01-22 15:50:09,80276,TRANSFER,BOK-KVB,BR-145,UTR-4611142413,,
TXN-0013573,P-001414,AC-001414,P-001196,AC-001196,2026-06-26 03:19:26,69314,TRANSFER,BOK-DBS,BR-128,UTR-6003851024,L-000200,
TXN-0013574,P-000680,AC-000680,P-001937,AC-001937,2026-06-24 12:37:23,52933,TRANSFER,BOK-FED,BR-024,UTR-3727011469,,
TXN-0013575,P-000832,AC-000832,P-001156,AC-001156,2026-01-14 19:47:20,115162,CASH,BOK-DBS,BR-004,UTR-3005301242,,
TXN-0013576,P-000801,AC-000801,P-001817,AC-001817,2026-01-01 21:53:54,219841,UPI,BOK-FED,BR-124,UTR-2165724639,,
TXN-0013577,P-001323,AC-001323,P-001665,AC-001665,2026-05-15 03:09:32,185433,UPI,BOK-KVB,BR-116,UTR-1029663458,,CR-2026-2013
TXN-0013578,P-001584,AC-001584,P-001759,AC-001759,2026-08-18 14:25:57,73285,UPI,BOK-ESAF,BR-201,UTR-5204089667,,
TXN-0013579,P-000064,AC-000064,P-001780,AC-001780,2026-07-18 01:14:23,209578,TRANSFER,BOK-SBI,BR-089,UTR-9975884573,,
TXN-0013580,P-000673,AC-000673,P-001402,AC-001402,2026-02-19 06:51:26,172675,UPI,BOK-ICICI,BR-002,UTR-9807164304,L-000004,
TXN-0013581,P-001719,AC-001719,P-001013,AC-001013,2026-02-25 07:45:49,18602,RTGS,BOK-BOB,BR-151,UTR-7363123273,,
TXN-0013582,P-000548,AC-000548,P-000840,AC-000840,2026-07-29 17:25:17,43313,TRANSFER,BOK-SBI,BR-108,UTR-3846776136,,CR-2026-2008
TXN-0013583,P-001005,AC-001005,P-000786,AC-000786,2026-03-19 09:37:21,216922,CASH,BOK-CBI,BR-092,UTR-7062374193,,
TXN-0013584,P-001044,AC-001044,P-001258,AC-001258,2026-06-21 09:28:54,70083,NEFT,BOK-RBL,BR-075,UTR-5994599315,L-000127,CR-2026-2009
TXN-0013585,P-001193,AC-001193,P-001879,AC-001879,2026-08-01 06:04:19,238169,RTGS,BOK-ESAF,BR-007,UTR-5270017492,,
TXN-0013586,P-001382,AC-001382,P-000629,AC-000629,2026-04-03 21:42:34,41113,NEFT,BOK-AXIS,BR-137,UTR-8265513537,,
TXN-0013587,P-000650,AC-000650,P-000413,AC-000413,2026-07-10 18:47:17,223201,UPI,BOK-BOB,BR-190,UTR-5811277266,,
TXN-0013588,P-000211,AC-000211,P-001909,AC-001909,2026-02-20 00:56:08,217807,RTGS,BOK-AXIS,BR-036,UTR-4707294033,,
TXN-0013589,P-001863,AC-001863,P-001136,AC-001136,2026-05-30 17:06:27,49801,RTGS,BOK-DBS,BR-148,UTR-7621587983,,
TXN-0013590,P-000598,AC-000598,P-001337,AC-001337,2026-02-01 23:38:02,211388,TRANSFER,BOK-FED,BR-048,UTR-1648428406,,CR-2026-2012
TXN-0013591,P-001720,AC-001720,P-000782,AC-000782,2026-03-14 02:09:53,80188,CASH,BOK-ICICI,BR-189,UTR-9430353153,,CR-2026-2002
TXN-0013592,P-000760,AC-000760,P-001739,AC-001739,2026-01-17 08:17:29,247012,TRANSFER,BOK-ESAF,BR-187,UTR-4114993954,,
TXN-0013593,P-000820,AC-000820,P-001201,AC-001201,2026-03-08 12:47:46,150983,RTGS,BOK-HDFC,BR-126,UTR-6233161894,,
TXN-0013594,P-000323,AC-000323,P-001720,AC-001720,2026-04-07 14:15:50,187592,TRANSFER,BOK-SBI,BR-053,UTR-1035633087,L-000184,
TXN-0013595,P-001775,AC-001775,P-000732,AC-000732,2026-04-05 23:40:41,66202,CASH,BOK-INDUS,BR-076,UTR-5403237102,,CR-2026-2018
TXN-0013596,P-001960,AC-001960,P-001461,AC-001461,2026-02-03 15:08:33,27836,RTGS,BOK-HDFC,BR-054,UTR-5607921332,,
TXN-0013597,P-000085,AC-000085,P-001044,AC-001044,2026-03-08 08:35:59,79520,RTGS,BOK-PNB,BR-091,UTR-6044253177,,
TXN-0013598,P-001779,AC-001779,P-001851,AC-001851,2026-06-11 10:11:00,71857,CASH,BOK-IDFC,BR-060,UTR-4918133287,,
TXN-0013599,P-001179,AC-001179,P-000901,AC-000901,2026-01-26 06:00:17,94448,RTGS,BOK-HDFC,BR-212,UTR-7828136418,,
TXN-0013600,P-000646,AC-000646,P-001697,AC-001697,2026-07-11 16:10:40,225966,UPI,BOK-FED,BR-048,UTR-1759777545,,
TXN-0013601,P-000771,AC-000771,P-001555,AC-001555,2026-06-04 01:05:26,80104,UPI,BOK-UCO,BR-115,UTR-5919009251,,
TXN-0013602,P-000402,AC-000402,P-000456,AC-000456,2026-03-09 09:42:56,81038,CASH,BOK-DBS,BR-022,UTR-6234322972,L-000024,CR-2026-2019
TXN-0013603,P-000585,AC-000585,P-001719,AC-001719,2026-02-13 03:13:10,70024,CASH,BOK-ESAF,BR-064,UTR-7973004027,,
TXN-0013604,P-001377,AC-001377,P-001255,AC-001255,2026-01-18 05:54:49,244569,RTGS,BOK-UCO,BR-040,UTR-4620457685,,
TXN-0013605,P-000868,AC-000868,P-000661,AC-000661,2026-06-29 11:27:58,219625,NEFT,BOK-HDFC,BR-007,UTR-9698663442,,CR-2026-2009
TXN-0013606,P-001625,AC-001625,P-001334,AC-001334,2026-03-31 07:46:01,236111,NEFT,BOK-CAN,BR-104,UTR-6757451990,,
TXN-0013607,P-001848,AC-001848,P-000098,AC-000098,2026-08-08 02:22:36,57608,CASH,BOK-RBL,BR-009,UTR-7029454495,,CR-2026-2016
TXN-0013608,P-001653,AC-001653,P-000900,AC-000900,2026-03-28 13:35:35,231260,NEFT,BOK-SBI,BR-141,UTR-1368246374,,
TXN-0013609,P-001725,AC-001725,P-001522,AC-001522,2026-02-19 08:51:05,72190,NEFT,BOK-ICICI,BR-046,UTR-6301031409,,CR-2026-2011
TXN-0013610,P-000355,AC-000355,P-001060,AC-001060,2026-03-23 00:58:51,34116,NEFT,BOK-SBI,BR-048,UTR-8415908371,,
TXN-0013611,P-000895,AC-000895,P-000960,AC-000960,2026-08-02 07:08:43,185809,UPI,BOK-SBI,BR-003,UTR-6589673804,,
TXN-0013612,P-000069,AC-000069,P-000394,AC-000394,2026-02-08 00:51:22,31184,NEFT,BOK-CAN,BR-190,UTR-6062083879,,
TXN-0013613,P-001258,AC-001258,P-001847,AC-001847,2026-03-30 13:42:57,63516,UPI,BOK-IB,BR-059,UTR-9272401203,,CR-2026-2008
TXN-0013614,P-001767,AC-001767,P-001005,AC-001005,2026-02-19 21:51:33,16144,TRANSFER,BOK-KVB,BR-121,UTR-3395225344,,
TXN-0013615,P-000936,AC-000936,P-001466,AC-001466,2026-04-26 08:35:33,109720,CASH,BOK-CBI,BR-117,UTR-7279661724,,
TXN-0013616,P-000501,AC-000501,P-000477,AC-000477,2026-08-02 08:13:42,65042,UPI,BOK-FED,BR-067,UTR-4146613371,,CR-2026-2013
TXN-0013617,P-000501,AC-000501,P-000477,AC-000477,2026-06-11 22:39:44,67082,UPI,BOK-FED,BR-067,UTR-3096827627,,CR-2026-2005
TXN-0013618,P-001168,AC-001168,P-001940,AC-001940,2026-04-28 23:51:03,8197,TRANSFER,BOK-SBI,BR-061,UTR-8644583738,,
TXN-0013619,P-001323,AC-001323,P-001474,AC-001474,2026-03-12 19:09:35,178103,CASH,BOK-CAN,BR-165,UTR-2224847316,,
TXN-0013620,P-001491,AC-001491,P-001272,AC-001272,2026-07-20 16:14:45,206542,TRANSFER,BOK-INDUS,BR-092,UTR-1231962936,,
TXN-0013621,P-000266,AC-000266,P-001653,AC-001653,2026-07-01 01:18:50,184116,UPI,BOK-BOB,BR-078,UTR-1606276915,L-000021,
TXN-0013622,P-001153,AC-001153,P-000690,AC-000690,2026-03-11 04:57:07,112334,TRANSFER,BOK-CUB,BR-042,UTR-2335669050,,
TXN-0013623,P-001536,AC-001536,P-000942,AC-000942,2026-07-21 11:26:01,50597,TRANSFER,BOK-ICICI,BR-184,UTR-2046191769,,
TXN-0013624,P-001928,AC-001928,P-000585,AC-000585,2026-06-27 06:04:29,81656,RTGS,BOK-KVB,BR-145,UTR-1593654548,,CR-2026-2012
TXN-0013625,P-001467,AC-001467,P-000968,AC-000968,2026-05-16 10:13:10,237202,TRANSFER,BOK-YES,BR-087,UTR-7387917173,,
TXN-0013626,P-001949,AC-001949,P-000360,AC-000360,2026-06-14 11:25:59,221644,RTGS,BOK-SBI,BR-064,UTR-3350457309,,CR-2026-2019
TXN-0013627,P-001065,AC-001065,P-000272,AC-000272,2026-08-12 12:46:17,119176,UPI,BOK-INDUS,BR-192,UTR-9496621379,L-000038,
TXN-0013628,P-001719,AC-001719,P-001029,AC-001029,2026-01-22 17:50:05,65161,CASH,BOK-AXIS,BR-108,UTR-4988698563,,
TXN-0013629,P-001355,AC-001355,P-001029,AC-001029,2026-01-19 13:18:02,163131,UPI,BOK-AXIS,BR-108,UTR-1753982311,,
TXN-0013630,P-000795,AC-000795,P-000502,AC-000502,2026-06-25 19:08:49,67744,TRANSFER,BOK-ICICI,BR-070,UTR-6406438410,,CR-2026-2003
TXN-0013631,P-000719,AC-000719,P-000776,AC-000776,2026-06-23 09:10:34,214307,RTGS,BOK-DBS,BR-203,UTR-4508527716,,
TXN-0013632,P-000909,AC-000909,P-001844,AC-001844,2026-03-31 01:09:29,75265,RTGS,BOK-PNB,BR-115,UTR-1039258604,,
TXN-0013633,P-000221,AC-000221,P-001996,AC-001996,2026-06-07 06:44:00,199897,UPI,BOK-DBS,BR-202,UTR-1169971400,,CR-2026-2018
TXN-0013634,P-001513,AC-001513,P-001472,AC-001472,2026-04-05 11:45:21,76023,NEFT,BOK-INDUS,BR-046,UTR-7619451737,,
TXN-0013635,P-000954,AC-000954,P-000860,AC-000860,2026-07-25 22:45:57,64513,UPI,BOK-SBI,BR-051,UTR-2112912869,,CR-2026-2012
TXN-0013636,P-000594,AC-000594,P-001014,AC-001014,2026-07-06 21:20:17,66485,TRANSFER,BOK-CAN,BR-163,UTR-9333328906,L-000008,CR-2026-2005
TXN-0013637,P-000529,AC-000529,P-000826,AC-000826,2026-01-01 11:02:05,63466,UPI,BOK-CBI,BR-151,UTR-5403221830,,
TXN-0013638,P-000442,AC-000442,P-000520,AC-000520,2026-06-09 20:24:35,67047,NEFT,BOK-SBI,BR-198,UTR-7033149246,,
TXN-0013639,P-000523,AC-000523,P-001089,AC-001089,2026-03-22 22:48:06,5237,NEFT,BOK-AXIS,BR-112,UTR-7645537692,,CR-2026-2011
TXN-0013640,P-000148,AC-000148,P-001104,AC-001104,2026-01-07 06:52:41,153762,TRANSFER,BOK-PNB,BR-030,UTR-9944803647,,CR-2026-2012
TXN-0013641,P-000934,AC-000934,P-000479,AC-000479,2026-04-16 14:46:21,54459,CASH,BOK-ESAF,BR-218,UTR-8362669523,,CR-2026-2007
TXN-0013642,P-001710,AC-001710,P-001921,AC-001921,2026-01-03 10:40:57,67061,RTGS,BOK-HDFC,BR-114,UTR-4947612065,,
TXN-0013643,P-000824,AC-000824,P-001441,AC-001441,2026-08-13 03:37:50,7436,UPI,BOK-HDFC,BR-182,UTR-1474892373,,
TXN-0013644,P-000949,AC-000949,P-001852,AC-001852,2026-01-29 13:00:03,98028,NEFT,BOK-INDUS,BR-185,UTR-3784103572,,
TXN-0013645,P-000390,AC-000390,P-000914,AC-000914,2026-03-30 11:23:55,66093,CASH,BOK-CAN,BR-122,UTR-2600421937,,CR-2026-2007
TXN-0013646,P-001317,AC-001317,P-000151,AC-000151,2026-03-04 04:34:19,44057,RTGS,BOK-IDFC,BR-058,UTR-2136266082,,
TXN-0013647,P-001264,AC-001264,P-000981,AC-000981,2026-08-14 07:35:51,59240,UPI,BOK-HDFC,BR-134,UTR-4801574950,,
TXN-0013648,P-000795,AC-000795,P-000502,AC-000502,2026-04-06 10:25:29,67002,TRANSFER,BOK-ICICI,BR-070,UTR-7974779312,,
TXN-0013649,P-001018,AC-001018,P-001082,AC-001082,2026-02-27 03:24:20,188329,UPI,BOK-ICICI,BR-100,UTR-4141568776,,
TXN-0013650,P-000891,AC-000891,P-001273,AC-001273,2026-06-23 01:15:27,73507,TRANSFER,BOK-BOB,BR-017,UTR-1301851632,,
TXN-0013651,P-000094,AC-000094,P-001927,AC-001927,2026-06-07 10:02:00,63554,CASH,BOK-IB,BR-067,UTR-4661553723,,CR-2026-2001
TXN-0013652,P-000795,AC-000795,P-000502,AC-000502,2026-07-23 06:12:13,67636,NEFT,BOK-ICICI,BR-070,UTR-5477039293,,
TXN-0013653,P-001305,AC-001305,P-001387,AC-001387,2026-08-20 10:41:06,33821,NEFT,BOK-IB,BR-133,UTR-2485342460,,
TXN-0013654,P-001777,AC-001777,P-000714,AC-000714,2026-02-21 09:30:23,189319,UPI,BOK-CAN,BR-103,UTR-8960009167,,CR-2026-2020
TXN-0013655,P-000795,AC-000795,P-000502,AC-000502,2026-08-07 16:38:51,68471,RTGS,BOK-ICICI,BR-070,UTR-3569066971,,
TXN-0013656,P-001298,AC-001298,P-000652,AC-000652,2026-03-30 19:44:16,97152,RTGS,BOK-INDUS,BR-037,UTR-3213991486,,CR-2026-2007
TXN-0013657,P-000806,AC-000806,P-000295,AC-000295,2026-06-12 14:54:15,93819,CASH,BOK-UCO,BR-147,UTR-7125296774,,
TXN-0013658,P-000635,AC-000635,P-000915,AC-000915,2026-06-10 19:44:35,78884,RTGS,BOK-UCO,BR-209,UTR-5138513368,,CR-2026-2003
TXN-0013659,P-000914,AC-000914,P-001536,AC-001536,2026-02-18 12:15:46,54888,TRANSFER,BOK-DBS,BR-102,UTR-6566257823,,CR-2026-2003
TXN-0013660,P-001649,AC-001649,P-001069,AC-001069,2026-08-27 14:10:34,168061,UPI,BOK-AXIS,BR-155,UTR-7794499673,,
TXN-0013661,P-000798,AC-000798,P-000954,AC-000954,2026-01-09 02:55:35,74147,RTGS,BOK-CAN,BR-163,UTR-5708387071,,CR-2026-2003
TXN-0013662,P-001979,AC-001979,P-001584,AC-001584,2026-07-10 04:26:15,79410,TRANSFER,BOK-PNB,BR-114,UTR-7340503371,,
TXN-0013663,P-000894,AC-000894,P-001788,AC-001788,2026-08-11 12:45:03,175878,CASH,BOK-YES,BR-033,UTR-9337254423,,
TXN-0013664,P-001962,AC-001962,P-000640,AC-000640,2026-07-03 14:34:55,28171,RTGS,BOK-SBI,BR-209,UTR-4200543224,,
TXN-0013665,P-000936,AC-000936,P-000984,AC-000984,2026-06-07 14:42:41,100950,TRANSFER,BOK-PNB,BR-121,UTR-9439693723,,
TXN-0013666,P-001180,AC-001180,P-000388,AC-000388,2026-08-31 07:59:55,7289,TRANSFER,BOK-YES,BR-220,UTR-4060525257,,
TXN-0013667,P-001274,AC-001274,P-000305,AC-000305,2026-07-16 03:01:10,171912,RTGS,BOK-KVB,BR-187,UTR-6905203538,,CR-2026-2016
TXN-0013668,P-001664,AC-001664,P-000212,AC-000212,2026-02-23 01:40:31,174797,CASH,BOK-INDUS,BR-007,UTR-2041146092,,
TXN-0013669,P-001044,AC-001044,P-001258,AC-001258,2026-08-01 15:28:16,70386,TRANSFER,BOK-RBL,BR-075,UTR-7938666562,,
TXN-0013670,P-001255,AC-001255,P-000224,AC-000224,2026-07-13 02:40:53,101010,NEFT,BOK-PNB,BR-098,UTR-1311642168,,
TXN-0013671,P-000529,AC-000529,P-000628,AC-000628,2026-02-01 09:49:49,219225,RTGS,BOK-YES,BR-068,UTR-4743879778,,
TXN-0013672,P-000501,AC-000501,P-000477,AC-000477,2026-01-19 15:15:13,66745,NEFT,BOK-FED,BR-067,UTR-5462874788,,
TXN-0013673,P-001928,AC-001928,P-000585,AC-000585,2026-07-31 10:07:38,79238,CASH,BOK-KVB,BR-145,UTR-6052674276,,
TXN-0013674,P-000302,AC-000302,P-000086,AC-000086,2026-05-22 20:56:11,93583,TRANSFER,BOK-CBI,BR-145,UTR-8901168170,,
TXN-0013675,P-000325,AC-000325,P-000482,AC-000482,2026-04-15 07:52:54,231869,UPI,BOK-ICICI,BR-018,UTR-4103574623,,CR-2026-2017
TXN-0013676,P-001123,AC-001123,P-000704,AC-000704,2026-02-02 18:30:58,98162,NEFT,BOK-PNB,BR-131,UTR-9419313765,L-000161,
TXN-0013677,P-000257,AC-000257,P-001261,AC-001261,2026-07-23 07:25:42,81465,TRANSFER,BOK-HDFC,BR-189,UTR-9697727478,,
TXN-0013678,P-001824,AC-001824,P-000279,AC-000279,2026-03-21 21:21:55,80743,TRANSFER,BOK-ESAF,BR-145,UTR-1598989739,,
TXN-0013679,P-000585,AC-000585,P-001719,AC-001719,2026-01-08 08:17:13,71751,TRANSFER,BOK-ESAF,BR-064,UTR-2751965754,,CR-2026-2004
TXN-0013680,P-001465,AC-001465,P-000309,AC-000309,2026-01-25 17:56:58,167600,RTGS,BOK-AXIS,BR-051,UTR-5252028275,L-000135,CR-2026-2004
TXN-0013681,P-001863,AC-001863,P-001136,AC-001136,2026-02-27 07:13:18,49835,UPI,BOK-DBS,BR-148,UTR-8054222154,,
TXN-0013682,P-000286,AC-000286,P-000023,AC-000023,2026-05-02 05:42:23,144876,UPI,BOK-BOA,BR-026,UTR-1034681764,,
TXN-0013683,P-001779,AC-001779,P-001851,AC-001851,2026-01-23 02:00:33,71940,TRANSFER,BOK-IDFC,BR-060,UTR-7207122177,L-000034,
TXN-0013684,P-001725,AC-001725,P-001522,AC-001522,2026-03-31 08:32:39,72476,CASH,BOK-ICICI,BR-046,UTR-6116841031,,
TXN-0013685,P-001662,AC-001662,P-001430,AC-001430,2026-05-03 08:42:12,14148,UPI,BOK-CUB,BR-189,UTR-5674142261,,CR-2026-2020
TXN-0013686,P-001576,AC-001576,P-000507,AC-000507,2026-01-22 17:09:13,15051,RTGS,BOK-IB,BR-184,UTR-4697741165,L-000097,CR-2026-2002
TXN-0013687,P-000205,AC-000205,P-001948,AC-001948,2026-08-04 04:45:14,31500,UPI,BOK-YES,BR-180,UTR-3242049650,,
TXN-0013688,P-000456,AC-000456,P-000760,AC-000760,2026-06-07 18:10:10,70015,RTGS,BOK-SBI,BR-208,UTR-8038801110,,
TXN-0013689,P-000620,AC-000620,P-000832,AC-000832,2026-03-26 18:40:02,151348,TRANSFER,BOK-INDUS,BR-046,UTR-3973745315,,
TXN-0013690,P-001779,AC-001779,P-001851,AC-001851,2026-08-11 12:48:43,71117,CASH,BOK-IDFC,BR-060,UTR-4070548952,,CR-2026-2009
TXN-0013691,P-000579,AC-000579,P-000599,AC-000599,2026-01-14 22:15:10,58351,TRANSFER,BOK-ESAF,BR-110,UTR-8041119467,,
TXN-0013692,P-001860,AC-001860,P-001464,AC-001464,2026-02-12 12:34:47,58664,TRANSFER,BOK-PNB,BR-215,UTR-9625318579,,
TXN-0013693,P-001281,AC-001281,P-001425,AC-001425,2026-07-30 14:26:43,46336,TRANSFER,BOK-KVB,BR-003,UTR-8878502595,,
TXN-0013694,P-000968,AC-000968,P-001832,AC-001832,2026-01-23 08:48:34,219713,UPI,BOK-INDUS,BR-024,UTR-8383299808,L-000079,
TXN-0013695,P-000578,AC-000578,P-001928,AC-001928,2026-04-17 13:12:47,119518,UPI,BOK-YES,BR-120,UTR-1209207474,,CR-2026-2008
TXN-0013696,P-000008,AC-000008,P-000984,AC-000984,2026-05-09 09:05:45,199739,TRANSFER,BOK-PNB,BR-121,UTR-3590461189,L-000191,
TXN-0013697,P-001738,AC-001738,P-000390,AC-000390,2026-03-27 15:16:17,72060,RTGS,BOK-CUB,BR-024,UTR-5913122797,,
TXN-0013698,P-001719,AC-001719,P-001029,AC-001029,2026-08-10 14:54:31,65722,NEFT,BOK-AXIS,BR-108,UTR-5387181677,,CR-2026-2011
TXN-0013699,P-001975,AC-001975,P-000765,AC-000765,2026-03-10 17:47:07,232677,UPI,BOK-KVB,BR-186,UTR-8273999688,,CR-2026-2006
TXN-0013700,P-001555,AC-001555,P-000973,AC-000973,2026-04-12 21:29:03,74439,CASH,BOK-BOB,BR-006,UTR-9649437861,,CR-2026-2014
TXN-0013701,P-000666,AC-000666,P-001712,AC-001712,2026-05-08 04:28:59,246910,TRANSFER,BOK-INDUS,BR-009,UTR-2324402569,,
TXN-0013702,P-000644,AC-000644,P-000388,AC-000388,2026-08-19 15:32:27,58373,TRANSFER,BOK-YES,BR-220,UTR-3369323466,,CR-2026-2017
TXN-0013703,P-001288,AC-001288,P-001219,AC-001219,2026-06-22 09:07:01,78112,UPI,BOK-ESAF,BR-036,UTR-4389181358,,CR-2026-2005
TXN-0013704,P-001288,AC-001288,P-001219,AC-001219,2026-08-05 07:59:15,79539,TRANSFER,BOK-ESAF,BR-036,UTR-3670472814,,CR-2026-2016
TXN-0013705,P-001848,AC-001848,P-000098,AC-000098,2026-07-31 02:21:32,58068,TRANSFER,BOK-RBL,BR-009,UTR-7085978027,L-000018,
TXN-0013706,P-000345,AC-000345,P-001146,AC-001146,2026-02-26 00:28:29,197885,CASH,BOK-CBI,BR-003,UTR-6051446213,,
TXN-0013707,P-001463,AC-001463,P-001725,AC-001725,2026-05-03 15:52:22,78367,RTGS,BOK-KVB,BR-092,UTR-8388049138,,
TXN-0013708,P-001741,AC-001741,P-001041,AC-001041,2026-03-19 08:19:25,8382,TRANSFER,BOK-HDFC,BR-141,UTR-8459373816,,
TXN-0013709,P-000732,AC-000732,P-001221,AC-001221,2026-06-17 19:35:20,58992,TRANSFER,BOK-HDFC,BR-198,UTR-4419805732,,
TXN-0013710,P-001951,AC-001951,P-001922,AC-001922,2026-06-13 01:20:33,174353,CASH,BOK-ICICI,BR-125,UTR-7992459418,,
TXN-0013711,P-001863,AC-001863,P-001756,AC-001756,2026-05-19 08:48:04,14074,NEFT,BOK-DBS,BR-144,UTR-8019315774,,CR-2026-2007
TXN-0013712,P-000670,AC-000670,P-001128,AC-001128,2026-04-18 13:33:33,199542,UPI,BOK-YES,BR-055,UTR-7882255535,,
TXN-0013713,P-000667,AC-000667,P-000907,AC-000907,2026-01-21 07:33:36,64150,UPI,BOK-IB,BR-023,UTR-6537863763,,CR-2026-2013
TXN-0013714,P-001083,AC-001083,P-000863,AC-000863,2026-01-08 15:45:59,135173,NEFT,BOK-BOA,BR-072,UTR-1459835642,,CR-2026-2007
TXN-0013715,P-001288,AC-001288,P-001219,AC-001219,2026-05-09 02:28:31,79598,TRANSFER,BOK-ESAF,BR-036,UTR-9699149157,,
TXN-0013716,P-001769,AC-001769,P-000690,AC-000690,2026-02-23 04:49:28,244805,RTGS,BOK-CUB,BR-042,UTR-5461356980,,CR-2026-2018
TXN-0013717,P-001943,AC-001943,P-000964,AC-000964,2026-02-14 12:10:37,104596,UPI,BOK-PNB,BR-053,UTR-1902333700,,CR-2026-2012
TXN-0013718,P-001064,AC-001064,P-001434,AC-001434,2026-07-18 22:41:03,212441,TRANSFER,BOK-CAN,BR-015,UTR-3568837696,,CR-2026-2007
TXN-0013719,P-000502,AC-000502,P-001932,AC-001932,2026-03-19 15:35:26,61102,TRANSFER,BOK-INDUS,BR-178,UTR-2768344444,,CR-2026-2009
TXN-0013720,P-001112,AC-001112,P-000277,AC-000277,2026-02-09 16:35:26,158123,CASH,BOK-FED,BR-143,UTR-6717713445,,
TXN-0013721,P-001847,AC-001847,P-001863,AC-001863,2026-05-14 23:57:01,54283,TRANSFER,BOK-BOA,BR-131,UTR-5796161595,,
TXN-0013722,P-000976,AC-000976,P-000798,AC-000798,2026-04-12 04:00:37,81749,RTGS,BOK-RBL,BR-165,UTR-2929585344,,
TXN-0013723,P-001847,AC-001847,P-001863,AC-001863,2026-01-26 13:13:53,54734,UPI,BOK-BOA,BR-131,UTR-3027557374,,
TXN-0013724,P-000092,AC-000092,P-001270,AC-001270,2026-06-22 15:23:16,42624,UPI,BOK-CUB,BR-037,UTR-2235255671,,
TXN-0013725,P-001848,AC-001848,P-000098,AC-000098,2026-05-04 22:51:57,59979,RTGS,BOK-RBL,BR-009,UTR-7014769809,,CR-2026-2005
TXN-0013726,P-000610,AC-000610,P-001633,AC-001633,2026-02-07 12:23:50,203077,UPI,BOK-BOB,BR-198,UTR-1148478037,L-000200,
TXN-0013727,P-001271,AC-001271,P-001262,AC-001262,2026-02-23 17:58:02,241656,UPI,BOK-ICICI,BR-216,UTR-6290442251,,
TXN-0013728,P-001044,AC-001044,P-001258,AC-001258,2026-07-18 05:30:51,70212,TRANSFER,BOK-RBL,BR-075,UTR-9925142598,,CR-2026-2010
TXN-0013729,P-000390,AC-000390,P-000914,AC-000914,2026-04-17 06:58:31,64508,CASH,BOK-CAN,BR-122,UTR-2848782562,,
TXN-0013730,P-001228,AC-001228,P-000396,AC-000396,2026-07-09 13:06:55,182102,NEFT,BOK-DBS,BR-039,UTR-8764862242,,
TXN-0013731,P-001130,AC-001130,P-000803,AC-000803,2026-03-31 11:37:42,113180,TRANSFER,BOK-BOA,BR-026,UTR-6996811150,,
TXN-0013732,P-000456,AC-000456,P-000760,AC-000760,2026-08-11 07:49:34,70103,TRANSFER,BOK-SBI,BR-208,UTR-2113785365,L-000105,
TXN-0013733,P-001928,AC-001928,P-000585,AC-000585,2026-01-19 08:56:59,78230,TRANSFER,BOK-KVB,BR-145,UTR-7213879480,,
TXN-0013734,P-001584,AC-001584,P-001759,AC-001759,2026-08-14 12:00:25,72805,UPI,BOK-ESAF,BR-201,UTR-9846344466,,CR-2026-2015
TXN-0013735,P-001974,AC-001974,P-001478,AC-001478,2026-06-18 11:57:41,230468,TRANSFER,BOK-RBL,BR-028,UTR-7982583264,,CR-2026-2005
TXN-0013736,P-001522,AC-001522,P-001848,AC-001848,2026-02-14 23:41:56,69730,NEFT,BOK-YES,BR-026,UTR-4626664572,,
TXN-0013737,P-000344,AC-000344,P-000375,AC-000375,2026-05-08 02:08:30,104933,CASH,BOK-UCO,BR-147,UTR-5067017328,,CR-2026-2009
TXN-0013738,P-001851,AC-001851,P-001451,AC-001451,2026-06-18 03:01:30,67262,RTGS,BOK-IDFC,BR-008,UTR-5898419466,,
