call_id,caller_person_id,caller_phone_id,caller_phone,receiver_person_id,receiver_phone_id,receiver_phone,call_datetime,duration_seconds,call_type,cell_tower_id,cell_tower_location_id,cell_tower_location,case_id
CAL-0029335,P-000365,PH-000543,+91-6443098591,P-001629,PH-000194,+91-9180812135,2026-02-07 11:08:03,1508,OUTGOING,TWR-0009,L-000077,"Textile Market, Coimbatore",
CAL-0029336,P-001181,PH-000199,+91-2081155626,P-001449,PH-000021,+91-0119470720,2026-03-02 18:58:17,2724,OUTGOING,TWR-0141,L-000096,"Warehouse Zone, Tiruchirappalli",CR-2026-2010
CAL-0029337,P-001865,PH-000741,+91-3299819960,P-000421,PH-000890,+91-9255021306,2026-07-12 21:21:37,0,MISSED,TWR-0122,L-000015,"SIPCOT, Kanniyakumari",CR-2026-2019
CAL-0029338,P-001274,PH-000300,+91-6563600412,P-000605,PH-000013,+91-6739385258,2026-02-23 08:34:36,3398,OUTGOING,TWR-0266,L-000077,"Textile Market, Coimbatore",
CAL-0029339,P-001555,PH-000446,+91-1096227284,P-001323,PH-000398,+91-6502374167,2026-02-16 09:15:19,3429,OUTGOING,TWR-0122,L-000121,"Residential Colony, Nagercoil",
CAL-0029340,P-000094,PH-000170,+91-6592661085,P-000278,PH-000568,+91-2259572446,2026-08-13 18:56:42,1823,OUTGOING,TWR-0092,L-000160,"Industrial Estate, Thoothukudi",
CAL-0029341,P-001841,PH-000032,+91-9931365651,P-000647,PH-000538,+91-1145775847,2026-04-06 03:28:36,1520,OUTGOING,TWR-0321,L-000038,"Bus Stand, Madurai",
CAL-0029342,P-001329,PH-000083,+91-6273014719,P-001929,PH-000632,+91-2138820908,2026-06-14 01:00:31,1421,INCOMING,TWR-0257,L-000160,"Industrial Estate, Thoothukudi",CR-2026-2005
CAL-0029343,P-000365,PH-000543,+91-6443098591,P-001629,PH-000194,+91-9180812135,2026-08-17 20:20:13,81,OUTGOING,TWR-0058,L-000008,"Bus Stand, Hosur",CR-2026-2004
CAL-0029344,P-000891,PH-000483,+91-1096179817,P-001311,PH-000174,+91-1794549180,2026-04-20 15:07:40,3235,OUTGOING,TWR-0138,L-000082,"Highway Junction, Nagercoil",
CAL-0029345,P-000616,PH-000567,+91-2588358681,P-001964,PH-000162,+91-3908926137,2026-04-28 07:00:30,1803,OUTGOING,TWR-0181,L-000046,"Bus Stand, Thanjavur",CR-2026-2012
CAL-0029346,P-001232,PH-000186,+91-1795760243,P-000852,PH-000488,+91-9638639609,2026-01-24 02:43:37,49,OUTGOING,TWR-0006,L-000013,"Railway Station, Hosur",
CAL-0029347,P-001080,PH-000975,+91-0451957782,P-000213,PH-000716,+91-1978575851,2026-08-13 00:16:47,108,OUTGOING,TWR-0210,L-000114,"Ring Road, Thanjavur",
CAL-0029348,P-000603,PH-000125,+91-8536649878,P-001561,PH-000910,+91-2294621354,2026-01-01 17:17:40,2279,OUTGOING,TWR-0369,L-000167,"Old Town, Dindigul",
CAL-0029349,P-000173,PH-000659,+91-9145211823,P-001634,PH-000465,+91-8955168740,2026-06-13 08:51:11,445,OUTGOING,TWR-0273,L-000082,"Highway Junction, Nagercoil",
CAL-0029350,P-000148,PH-000175,+91-1722601645,P-000966,PH-000602,+91-7320441384,2026-06-16 09:42:18,2811,OUTGOING,TWR-0170,L-000174,"Warehouse Zone, Thanjavur",
CAL-0029351,P-000570,PH-000073,+91-1406937515,P-001898,PH-000759,+91-7908335061,2026-06-09 11:15:19,2782,OUTGOING,TWR-0156,L-000189,"Industrial Estate, Nagapattinam",CR-2026-2006
CAL-0029352,P-000493,PH-000317,+91-3553380339,P-001104,PH-000458,+91-2271133228,2026-02-01 11:49:23,2307,INCOMING,TWR-0028,L-000144,"Technology Park, Nagapattinam",
CAL-0029353,P-001329,PH-000083,+91-6273014719,P-000803,PH-000663,+91-5357788116,2026-01-28 09:02:41,287,OUTGOING,TWR-0204,L-000105,"Bypass, Tirunelveli",CR-2026-2020
CAL-0029354,P-000344,PH-000277,+91-7766575460,P-001843,PH-000050,+91-6335693929,2026-01-16 08:41:32,1887,OUTGOING,TWR-0386,L-000072,"Warehouse Zone, Erode",
CAL-0029355,P-000997,PH-000164,+91-2017774905,P-000106,PH-000837,+91-7455534705,2026-02-12 07:38:54,1799,OUTGOING,TWR-0091,L-000130,"Auto Nagar, Nagapattinam",
CAL-0029356,P-001577,PH-000409,+91-7554110825,P-001847,PH-000646,+91-7664047350,2026-08-10 08:16:59,1603,OUTGOING,TWR-0180,L-000052,"Bus Stand, Erode",CR-2026-2001
CAL-0029357,P-000637,PH-000427,+91-1637618209,P-000703,PH-000364,+91-5011117830,2026-03-25 04:41:05,1336,OUTGOING,TWR-0261,L-000026,"Bypass, Krishnagiri",CR-2026-2009
CAL-0029358,P-000591,PH-000876,+91-3739900631,P-001711,PH-000301,+91-5777118372,2026-06-14 16:22:43,1825,OUTGOING,TWR-0082,L-000009,"Highway Junction, Krishnagiri",CR-2026-2006
CAL-0029359,P-000900,PH-000695,+91-8720962893,P-000477,PH-000539,+91-4570545897,2026-02-05 02:13:19,3564,INCOMING,TWR-0246,L-000090,"Warehouse Zone, Salem",
CAL-0029360,P-001565,PH-000210,+91-2737158698,P-001840,PH-000526,+91-1130724078,2026-07-18 00:20:40,114,OUTGOING,TWR-0285,L-000021,"Old Town, Coimbatore",
CAL-0029361,P-001315,PH-000798,+91-3318574817,P-000610,PH-000508,+91-0537953816,2026-07-28 00:16:23,2878,INCOMING,TWR-0115,L-000046,"Bus Stand, Thanjavur",CR-2026-2015
CAL-0029362,P-000756,PH-000805,+91-0702608698,P-000346,PH-000807,+91-7768729047,2026-01-16 22:13:02,1688,OUTGOING,TWR-0272,L-000190,"Residential Colony, Erode",CR-2026-2014
CAL-0029363,P-001504,PH-000062,+91-2411241272,P-001365,PH-000543,+91-6443098591,2026-05-22 20:49:33,2318,OUTGOING,TWR-0216,L-000126,"Warehouse Zone, Thoothukudi",
CAL-0029364,P-000903,PH-000802,+91-0093459626,P-000595,PH-000966,+91-7789431910,2026-01-08 04:17:47,3268,INCOMING,TWR-0371,L-000058,"Bus Stand, Krishnagiri",
CAL-0029365,P-001232,PH-000186,+91-1795760243,P-001244,PH-000372,+91-8598831030,2026-07-18 03:29:04,1996,OUTGOING,TWR-0238,L-000165,"Ring Road, Krishnagiri",
CAL-0029366,P-001020,PH-000507,+91-3135525105,P-000734,PH-000814,+91-9673794871,2026-02-28 11:31:44,3369,OUTGOING,TWR-0398,L-000167,"Old Town, Dindigul",CR-2026-2009
CAL-0029367,P-001032,PH-000381,+91-1025625889,P-001055,PH-000065,+91-9557988774,2026-08-22 16:42:07,807,INCOMING,TWR-0103,L-000186,"Highway Junction, Nagapattinam",CR-2026-2001
CAL-0029368,P-000148,PH-000175,+91-1722601645,P-000966,PH-000602,+91-7320441384,2026-03-15 01:17:20,200,OUTGOING,TWR-0220,L-000181,"Highway Junction, Chennai",
CAL-0029369,P-000115,PH-000406,+91-6708604145,P-001766,PH-000689,+91-3862044851,2026-05-11 07:57:10,374,OUTGOING,TWR-0263,L-000164,"SIPCOT, Hosur",CR-2026-2016
CAL-0029370,P-001251,PH-000173,+91-9081081866,P-001818,PH-000949,+91-4292501058,2026-02-16 02:55:22,2963,OUTGOING,TWR-0200,L-000104,"Bypass, Tiruchirappalli",
CAL-0029371,P-000891,PH-000483,+91-1096179817,P-001149,PH-000447,+91-7657041200,2026-03-04 01:14:58,1406,OUTGOING,TWR-0214,L-000147,"Port Area, Tiruchirappalli",
CAL-0029372,P-000570,PH-000073,+91-1406937515,P-001898,PH-000759,+91-7908335061,2026-04-16 07:44:02,1436,INCOMING,TWR-0296,L-000033,"Old Town, Erode",
CAL-0029373,P-000365,PH-000543,+91-6443098591,P-001629,PH-000194,+91-9180812135,2026-08-04 21:09:55,1831,INCOMING,TWR-0266,L-000122,"Warehouse Zone, Chennai",CR-2026-2017
CAL-0029374,P-001981,PH-000093,+91-2234232161,P-001532,PH-000129,+91-2493631230,2026-06-28 08:45:31,689,OUTGOING,TWR-0131,L-000137,"Technology Park, Nagapattinam",CR-2026-2019
CAL-0029375,P-001555,PH-000446,+91-1096227284,P-000597,PH-000536,+91-2095790737,2026-05-29 02:33:26,2496,OUTGOING,TWR-0135,L-000114,"Ring Road, Thanjavur",CR-2026-2002
CAL-0029376,P-000900,PH-000695,+91-8720962893,P-001382,PH-000630,+91-9951542144,2026-01-31 19:50:28,3334,OUTGOING,TWR-0249,L-000165,"Ring Road, Krishnagiri",
CAL-0029377,P-000039,PH-000350,+91-3414111593,P-000672,PH-000237,+91-0209700268,2026-05-14 06:16:25,618,INCOMING,TWR-0188,L-000155,"Grain Market, Cuddalore",
CAL-0029378,P-000715,PH-000665,+91-1067287286,P-001901,PH-000711,+91-9613273034,2026-03-23 11:28:26,47,OUTGOING,TWR-0211,L-000159,"Residential Colony, Cuddalore",CR-2026-2005
CAL-0029379,P-000683,PH-000721,+91-4091508632,P-000935,PH-000461,+91-7102481717,2026-04-04 06:18:33,685,OUTGOING,TWR-0262,L-000033,"Old Town, Erode",
CAL-0029380,P-001565,PH-000210,+91-2737158698,P-001065,PH-000698,+91-2795596905,2026-03-22 03:37:45,366,INCOMING,TWR-0216,L-000091,"Industrial Estate, Nagapattinam",
CAL-0029381,P-000891,PH-000483,+91-1096179817,P-001311,PH-000174,+91-1794549180,2026-04-02 00:52:53,842,INCOMING,TWR-0141,L-000021,"Old Town, Coimbatore",
CAL-0029382,P-000838,PH-000553,+91-5857567667,P-001601,PH-000261,+91-7795995946,2026-03-16 12:20:39,61,OUTGOING,TWR-0059,L-000030,"Technology Park, Thanjavur",CR-2026-2019
CAL-0029383,P-000568,PH-000308,+91-3938661331,P-001762,PH-000224,+91-6260856411,2026-04-30 15:48:14,664,OUTGOING,TWR-0367,L-000085,"Warehouse Zone, Thanjavur",CR-2026-2018
CAL-0029384,P-001162,PH-000112,+91-5677002842,P-001658,PH-000382,+91-6792408222,2026-07-14 13:33:09,2754,INCOMING,TWR-0042,L-000198,"Port Area, Krishnagiri",CR-2026-2008
CAL-0029385,P-000267,PH-000366,+91-6492151826,P-000677,PH-000952,+91-0271122182,2026-04-24 08:10:06,3311,INCOMING,TWR-0257,L-000054,"Warehouse Zone, Cuddalore",
CAL-0029386,P-001890,PH-000515,+91-7906477159,P-001279,PH-000493,+91-3438364041,2026-03-04 05:39:06,859,OUTGOING,TWR-0398,L-000121,"Residential Colony, Nagercoil",
CAL-0029387,P-000493,PH-000317,+91-3553380339,P-001104,PH-000458,+91-2271133228,2026-03-22 02:52:25,1739,OUTGOING,TWR-0288,L-000188,"Railway Station, Chennai",CR-2026-2006
CAL-0029388,P-001824,PH-000179,+91-6412203103,P-000188,PH-000004,+91-4079290490,2026-07-06 23:46:01,9,INCOMING,TWR-0060,L-000167,"Old Town, Dindigul",
CAL-0029389,P-000290,PH-000222,+91-0182043397,P-000568,PH-000308,+91-3938661331,2026-08-06 08:30:46,933,OUTGOING,TWR-0037,L-000165,"Ring Road, Krishnagiri",CR-2026-2017
CAL-0029390,P-000173,PH-000659,+91-9145211823,P-001686,PH-000122,+91-7183440496,2026-06-19 13:20:21,1342,INCOMING,TWR-0018,L-000200,"Grain Market, Coimbatore",CR-2026-2014
CAL-0029391,P-001456,PH-000745,+91-3973278195,P-000227,PH-000707,+91-0725178637,2026-06-09 07:16:54,670,INCOMING,TWR-0226,L-000067,"Market Road, Nagercoil",CR-2026-2002
CAL-0029392,P-001609,PH-000462,+91-5242149551,P-000264,PH-000456,+91-8356521568,2026-02-19 00:45:56,1513,OUTGOING,TWR-0122,L-000121,"Residential Colony, Nagercoil",
CAL-0029393,P-000683,PH-000721,+91-4091508632,P-000428,PH-000985,+91-0041321147,2026-02-14 15:16:23,3375,OUTGOING,TWR-0193,L-000165,"Ring Road, Krishnagiri",CR-2026-2015
CAL-0029394,P-000603,PH-000125,+91-8536649878,P-001697,PH-000546,+91-4070349107,2026-04-16 21:50:35,44,INCOMING,TWR-0196,L-000039,"Port Area, Dindigul",
CAL-0029395,P-000754,PH-000260,+91-8065333153,P-001978,PH-000937,+91-6919284552,2026-05-29 17:28:59,379,INCOMING,TWR-0246,L-000131,"Warehouse Zone, Kanniyakumari",CR-2026-2001
CAL-0029396,P-001329,PH-000083,+91-6273014719,P-001091,PH-000883,+91-8732807711,2026-01-10 05:26:35,2778,INCOMING,TWR-0073,L-000079,"Warehouse Zone, Salem",
CAL-0029397,P-001093,PH-000089,+91-2845765213,P-000764,PH-000288,+91-7159741218,2026-03-13 22:14:30,0,MISSED,TWR-0114,L-000182,"IT Park, Karur",
CAL-0029398,P-001232,PH-000186,+91-1795760243,P-000074,PH-000119,+91-7698640790,2026-05-11 14:05:49,1931,INCOMING,TWR-0026,L-000009,"Highway Junction, Krishnagiri",
CAL-0029399,P-000837,PH-000033,+91-9825309251,P-001755,PH-000658,+91-1739063757,2026-07-24 15:50:19,494,INCOMING,TWR-0049,L-000157,"University Road, Chennai",
CAL-0029400,P-001399,PH-000833,+91-8996986091,P-001482,PH-000617,+91-4353537513,2026-06-03 14:47:45,2930,INCOMING,TWR-0009,L-000009,"Highway Junction, Krishnagiri",
CAL-0029401,P-000773,PH-000995,+91-6121377306,P-000873,PH-000777,+91-6658833987,2026-08-01 16:38:08,3446,OUTGOING,TWR-0014,L-000167,"Old Town, Dindigul",
CAL-0029402,P-000493,PH-000317,+91-3553380339,P-001104,PH-000458,+91-2271133228,2026-08-09 16:27:01,0,MISSED,TWR-0079,L-000167,"Old Town, Dindigul",
CAL-0029403,P-001053,PH-000775,+91-6966060652,P-000265,PH-000359,+91-9047292774,2026-06-08 17:49:51,1785,INCOMING,TWR-0030,L-000022,"IT Park, Madurai",
CAL-0029404,P-000582,PH-000069,+91-4523805525,P-001422,PH-000735,+91-0487368269,2026-06-09 10:10:25,2921,INCOMING,TWR-0193,L-000121,"Residential Colony, Nagercoil",
CAL-0029405,P-000773,PH-000995,+91-6121377306,P-000284,PH-000764,+91-8051371717,2026-05-21 05:13:25,1067,OUTGOING,TWR-0108,L-000176,"Auto Nagar, Krishnagiri",CR-2026-2011
CAL-0029406,P-000035,PH-000634,+91-7827411767,P-001863,PH-000146,+91-0089317342,2026-01-25 02:34:36,3580,OUTGOING,TWR-0179,L-000121,"Residential Colony, Nagercoil",
CAL-0029407,P-000425,PH-000327,+91-4916016923,P-001986,PH-000209,+91-5712661106,2026-03-28 12:13:58,3169,OUTGOING,TWR-0101,L-000098,"Railway Station, Krishnagiri",
CAL-0029408,P-000603,PH-000125,+91-8536649878,P-001284,PH-000764,+91-8051371717,2026-01-29 11:35:56,0,MISSED,TWR-0149,L-000096,"Warehouse Zone, Tiruchirappalli",
CAL-0029409,P-000470,PH-000340,+91-9655553566,P-000993,PH-000158,+91-2572870320,2026-03-02 09:29:52,3413,OUTGOING,TWR-0030,L-000164,"SIPCOT, Hosur",
CAL-0029410,P-000754,PH-000260,+91-8065333153,P-001978,PH-000937,+91-6919284552,2026-04-02 10:13:42,1196,OUTGOING,TWR-0031,L-000015,"SIPCOT, Kanniyakumari",CR-2026-2014
CAL-0029411,P-001761,PH-000334,+91-6864622522,P-001768,PH-000432,+91-1862030366,2026-04-20 04:31:14,1504,OUTGOING,TWR-0067,L-000096,"Warehouse Zone, Tiruchirappalli",
CAL-0029412,P-001184,PH-000227,+91-1526546103,P-000736,PH-000418,+91-8788443448,2026-08-14 07:14:14,1733,INCOMING,TWR-0311,L-000159,"Residential Colony, Cuddalore",
CAL-0029413,P-000804,PH-000884,+91-3062113695,P-000013,PH-000225,+91-1824224124,2026-06-06 09:38:47,3502,OUTGOING,TWR-0035,L-000080,"Industrial Estate, Kanniyakumari",
CAL-0029414,P-000094,PH-000513,+91-2608805017,P-000278,PH-000568,+91-2259572446,2026-06-26 05:29:17,2779,INCOMING,TWR-0022,L-000188,"Railway Station, Chennai",
CAL-0029415,P-001100,PH-000422,+91-0053424089,P-001204,PH-000333,+91-4364027011,2026-07-13 22:52:27,3074,OUTGOING,TWR-0130,L-000100,"Bypass, Cuddalore",
CAL-0029416,P-001924,PH-000195,+91-2478712552,P-000778,PH-000919,+91-0059129751,2026-03-04 19:50:22,1501,INCOMING,TWR-0189,L-000021,"Old Town, Coimbatore",
CAL-0029417,P-000891,PH-000483,+91-1096179817,P-001311,PH-000174,+91-1794549180,2026-08-01 07:37:36,1743,OUTGOING,TWR-0333,L-000105,"Bypass, Tirunelveli",
CAL-0029418,P-000427,PH-000384,+91-7578446834,P-001097,PH-000765,+91-3189397490,2026-04-05 07:11:35,2919,INCOMING,TWR-0288,L-000102,"Industrial Estate, Hosur",
CAL-0029419,P-001620,PH-000562,+91-4979162022,P-001943,PH-000020,+91-1286391741,2026-02-07 01:02:52,1821,INCOMING,TWR-0097,L-000091,"Industrial Estate, Nagapattinam",CR-2026-2001
CAL-0029420,P-001565,PH-000210,+91-2737158698,P-001225,PH-000226,+91-6209520046,2026-02-09 19:08:50,771,OUTGOING,TWR-0016,L-000072,"Warehouse Zone, Erode",
CAL-0029421,P-000714,PH-000856,+91-9059119186,P-000409,PH-000403,+91-3718923923,2026-05-14 01:23:46,3506,OUTGOING,TWR-0124,L-000188,"Railway Station, Chennai",
CAL-0029422,P-000365,PH-000543,+91-6443098591,P-001629,PH-000194,+91-9180812135,2026-02-25 10:40:38,497,OUTGOING,TWR-0022,L-000068,"Bus Stand, Hosur",
CAL-0029423,P-001809,PH-000676,+91-2705102876,P-002000,PH-000836,+91-0392051460,2026-01-09 07:24:31,3437,OUTGOING,TWR-0248,L-000054,"Warehouse Zone, Cuddalore",
CAL-0029424,P-000754,PH-000260,+91-8065333153,P-001978,PH-000937,+91-6919284552,2026-03-24 17:11:19,1974,OUTGOING,TWR-0233,L-000090,"Warehouse Zone, Salem",CR-2026-2015
CAL-0029425,P-001577,PH-000409,+91-7554110825,P-001719,PH-000061,+91-4795137116,2026-05-04 10:52:08,526,OUTGOING,TWR-0281,L-000188,"Railway Station, Chennai",
CAL-0029426,P-001329,PH-000083,+91-6273014719,P-000360,PH-000204,+91-1884852008,2026-07-15 23:15:39,1911,OUTGOING,TWR-0192,L-000016,"University Road, Karur",
CAL-0029427,P-000344,PH-000277,+91-7766575460,P-001843,PH-000050,+91-6335693929,2026-03-16 02:20:13,161,OUTGOING,TWR-0024,L-000015,"SIPCOT, Kanniyakumari",
CAL-0029428,P-001652,PH-000139,+91-7606441343,P-001512,PH-000749,+91-1249125652,2026-06-28 15:36:50,3505,OUTGOING,TWR-0304,L-000199,"Port Area, Vellore",CR-2026-2005
CAL-0029429,P-000427,PH-000384,+91-7578446834,P-000673,PH-000131,+91-4204482070,2026-03-28 11:12:18,890,OUTGOING,TWR-0214,L-000004,"Grain Market, Thanjavur",CR-2026-2004
CAL-0029430,P-000570,PH-000073,+91-1406937515,P-001898,PH-000759,+91-7908335061,2026-08-20 17:22:24,3043,OUTGOING,TWR-0208,L-000061,"Old Town, Tiruchirappalli",CR-2026-2015
CAL-0029431,P-001901,PH-000711,+91-9613273034,P-000968,PH-000176,+91-9779452321,2026-07-23 23:50:16,2940,OUTGOING,TWR-0058,L-000035,"Highway Junction, Kanniyakumari",
CAL-0029432,P-000371,PH-000134,+91-7139155963,P-000419,PH-000522,+91-7030376371,2026-06-29 19:02:38,2413,INCOMING,TWR-0197,L-000167,"Old Town, Dindigul",
CAL-0029433,P-001577,PH-000409,+91-7554110825,P-001259,PH-000504,+91-5919663955,2026-04-26 15:50:45,689,OUTGOING,TWR-0170,L-000080,"Industrial Estate, Kanniyakumari",CR-2026-2003
CAL-0029434,P-001060,PH-000485,+91-1371576605,P-001179,PH-000648,+91-9529800615,2026-04-04 02:56:38,1164,OUTGOING,TWR-0229,L-000153,"University Road, Krishnagiri",
CAL-0029435,P-001181,PH-000199,+91-2081155626,P-001449,PH-000021,+91-0119470720,2026-08-02 19:42:31,108,OUTGOING,TWR-0086,L-000130,"Auto Nagar, Nagapattinam",CR-2026-2004
CAL-0029436,P-001753,PH-000343,+91-6305050573,P-001392,PH-000041,+91-0054364597,2026-08-20 23:15:52,2347,OUTGOING,TWR-0094,L-000107,"Warehouse Zone, Tirunelveli",CR-2026-2002
CAL-0029437,P-001886,PH-000650,+91-8634255638,P-000122,PH-000471,+91-9605673030,2026-08-30 18:01:23,1270,OUTGOING,TWR-0120,L-000078,"Technology Park, Nagercoil",
CAL-0029438,P-001809,PH-000676,+91-2705102876,P-002000,PH-000836,+91-0392051460,2026-08-05 19:11:46,2114,OUTGOING,TWR-0077,L-000018,"Bus Stand, Madurai",CR-2026-2011
CAL-0029439,P-001742,PH-000147,+91-0696942152,P-000945,PH-000616,+91-0978875439,2026-01-03 15:52:58,44,OUTGOING,TWR-0178,L-000051,"Port Area, Nagapattinam",
CAL-0029440,P-001100,PH-000422,+91-0053424089,P-001204,PH-000333,+91-4364027011,2026-02-26 15:02:17,351,OUTGOING,TWR-0387,L-000039,"Port Area, Dindigul",
CAL-0029441,P-001535,PH-000105,+91-9121535396,P-001846,PH-000306,+91-3106005313,2026-04-23 14:16:54,3082,INCOMING,TWR-0088,L-000143,"Industrial Estate, Karur",
CAL-0029442,P-001715,PH-000665,+91-1067287286,P-001436,PH-000282,+91-7826333738,2026-03-02 03:37:24,2479,OUTGOING,TWR-0238,L-000067,"Market Road, Nagercoil",CR-2026-2013
CAL-0029443,P-001025,PH-000683,+91-4047604409,P-000359,PH-000025,+91-5174328063,2026-06-22 14:57:17,3333,OUTGOING,TWR-0212,L-000020,"Residential Colony, Karur",
CAL-0029444,P-000664,PH-000829,+91-7692743811,P-001556,PH-000554,+91-0806129439,2026-07-09 18:57:52,123,INCOMING,TWR-0175,L-000009,"Highway Junction, Krishnagiri",
CAL-0029445,P-001317,PH-000818,+91-7681826832,P-001349,PH-000852,+91-7961208780,2026-09-01 15:44:13,605,INCOMING,TWR-0147,L-000157,"University Road, Chennai",
CAL-0029446,P-000547,PH-000338,+91-7710040901,P-000887,PH-000396,+91-6284177225,2026-05-17 20:02:07,352,OUTGOING,TWR-0230,L-000102,"Industrial Estate, Hosur",
CAL-0029447,P-000163,PH-000287,+91-9966361863,P-001129,PH-000839,+91-7155983541,2026-05-13 21:00:57,1220,OUTGOING,TWR-0087,L-000027,"Port Area, Nagapattinam",
CAL-0029448,P-000036,PH-000079,+91-3478519610,P-000431,PH-000866,+91-9821739295,2026-03-08 02:55:41,3074,INCOMING,TWR-0037,L-000177,"Technology Park, Hosur",
CAL-0029449,P-000365,PH-000543,+91-6443098591,P-001629,PH-000194,+91-9180812135,2026-06-25 21:54:05,72,OUTGOING,TWR-0358,L-000091,"Industrial Estate, Nagapattinam",
CAL-0029450,P-001886,PH-000650,+91-8634255638,P-000686,PH-000122,+91-7183440496,2026-03-04 10:07:33,1834,OUTGOING,TWR-0386,L-000041,"Grain Market, Vellore",
CAL-0029451,P-000891,PH-000483,+91-1096179817,P-001149,PH-000447,+91-7657041200,2026-01-11 04:22:47,1982,OUTGOING,TWR-0182,L-000130,"Auto Nagar, Nagapattinam",CR-2026-2010
CAL-0029452,P-000542,PH-000240,+91-7030453194,P-001846,PH-000306,+91-3106005313,2026-03-14 14:19:54,343,OUTGOING,TWR-0031,L-000047,"Industrial Estate, Salem",CR-2026-2012
CAL-0029453,P-000427,PH-000384,+91-7578446834,P-001084,PH-000534,+91-9743251225,2026-06-07 13:56:45,2803,OUTGOING,TWR-0198,L-000021,"Old Town, Coimbatore",
CAL-0029454,P-000035,PH-000634,+91-7827411767,P-001863,PH-000146,+91-0089317342,2026-03-30 03:31:43,2678,OUTGOING,TWR-0029,L-000127,"Port Area, Tirunelveli",
CAL-0029455,P-001453,PH-000248,+91-6133254110,P-000010,PH-000257,+91-7232002496,2026-05-20 05:06:20,1504,INCOMING,TWR-0049,L-000183,"Grain Market, Chennai",CR-2026-2015
CAL-0029456,P-001438,PH-000230,+91-0489138249,P-000786,PH-000968,+91-2105336514,2026-04-15 11:17:52,1390,OUTGOING,TWR-0140,L-000155,"Grain Market, Cuddalore",
CAL-0029457,P-001321,PH-000143,+91-3459112382,P-000656,PH-000318,+91-6852701713,2026-06-21 00:18:48,121,OUTGOING,TWR-0228,L-000015,"SIPCOT, Kanniyakumari",
CAL-0029458,P-001427,PH-000384,+91-7578446834,P-000119,PH-000848,+91-8969645465,2026-09-01 19:09:23,0,MISSED,TWR-0210,L-000044,"Old Town, Cuddalore",CR-2026-2017
CAL-0029459,P-001060,PH-000485,+91-1371576605,P-001179,PH-000648,+91-9529800615,2026-01-11 01:26:20,2584,INCOMING,TWR-0105,L-000064,"Residential Colony, Karur",
CAL-0029460,P-000664,PH-000829,+91-7692743811,P-001556,PH-000554,+91-0806129439,2026-02-05 15:20:14,2896,INCOMING,TWR-0392,L-000121,"Residential Colony, Nagercoil",
CAL-0029461,P-001672,PH-000237,+91-0209700268,P-001188,PH-000004,+91-4079290490,2026-05-22 05:14:45,3253,OUTGOING,TWR-0189,L-000009,"Highway Junction, Krishnagiri",
CAL-0029462,P-001555,PH-000446,+91-1096227284,P-000577,PH-000409,+91-7554110825,2026-06-23 07:45:34,1112,OUTGOING,TWR-0251,L-000105,"Bypass, Tirunelveli",
CAL-0029463,P-001329,PH-000083,+91-6273014719,P-001891,PH-000483,+91-1096179817,2026-04-18 03:46:54,1174,INCOMING,TWR-0096,L-000151,"Warehouse Zone, Salem",
CAL-0029464,P-000039,PH-000350,+91-3414111593,P-000672,PH-000237,+91-0209700268,2026-02-16 06:23:59,1942,INCOMING,TWR-0334,L-000055,"Grain Market, Thoothukudi",CR-2026-2014
CAL-0029465,P-000981,PH-000093,+91-2234232161,P-000029,PH-000705,+91-7627023244,2026-03-21 20:56:36,2349,INCOMING,TWR-0102,L-000153,"University Road, Krishnagiri",
CAL-0029466,P-001184,PH-000227,+91-1526546103,P-001054,PH-000431,+91-0848100184,2026-06-21 05:29:26,1712,INCOMING,TWR-0282,L-000165,"Ring Road, Krishnagiri",
CAL-0029467,P-001510,PH-000127,+91-9690835723,P-001969,PH-000269,+91-2338655963,2026-01-09 07:37:08,2117,INCOMING,TWR-0322,L-000012,"Bus Stand, Madurai",CR-2026-2014
CAL-0029468,P-001966,PH-000602,+91-7320441384,P-001427,PH-000384,+91-7578446834,2026-04-03 16:26:23,2272,OUTGOING,TWR-0218,L-000009,"Highway Junction, Krishnagiri",
CAL-0029469,P-001181,PH-000199,+91-2081155626,P-001449,PH-000021,+91-0119470720,2026-08-12 14:08:59,3409,INCOMING,TWR-0369,L-000020,"Residential Colony, Karur",
CAL-0029470,P-000035,PH-000934,+91-3379766270,P-001863,PH-000146,+91-0089317342,2026-01-21 07:57:09,3193,OUTGOING,TWR-0240,L-000176,"Auto Nagar, Krishnagiri",CR-2026-2017
CAL-0029471,P-001032,PH-000381,+91-1025625889,P-001871,PH-000106,+91-1367499465,2026-02-15 19:34:34,1509,OUTGOING,TWR-0012,L-000003,"University Road, Erode",
CAL-0029472,P-000275,PH-000499,+91-1390808823,P-000451,PH-000108,+91-4773201017,2026-06-02 12:12:31,1015,OUTGOING,TWR-0336,L-000121,"Residential Colony, Nagercoil",
CAL-0029473,P-000347,PH-000551,+91-3426834414,P-001162,PH-000112,+91-5677002842,2026-06-06 10:12:12,1745,INCOMING,TWR-0102,L-000197,"IT Park, Tirunelveli",
CAL-0029474,P-000900,PH-000695,+91-8720962893,P-000606,PH-000445,+91-1792025213,2026-07-27 11:36:49,3303,INCOMING,TWR-0098,L-000009,"Highway Junction, Krishnagiri",CR-2026-2008
CAL-0029475,P-001201,PH-000757,+91-2872760153,P-001910,PH-000675,+91-7320331922,2026-05-28 23:13:16,568,INCOMING,TWR-0303,L-000160,"Industrial Estate, Thoothukudi",
