record_id,person_id,person_name,aliases,phone_id,phone_number,vehicle_id,vehicle_plate,location_id,location,organization_id,organization,target_person_id,target_person,event_type,event_date,amount_inr,notes,risk_score,case_id
REC-MA-0042854,P-000986,Swati Hegde,,,,V-000189,BR-12-SD-3077,L-000083,"Auto Nagar, Hosur",,,,,VEHICLE_MOVEMENT,2026-08-18 17:43:07,,,58,
REC-MA-0042855,P-000043,Rohit Ghosh,,PH-000185,+91-8069581467,,,,,O-000047,Eastern Steel Udyog,P-000070,Ananya Karthikeyan,FINANCIAL_TXN,2026-05-17 22:22:55,47811,,69,CR-2026-2014
REC-MA-0042856,P-000790,Kirti Chauhan,,,,V-000498,MP-31-UT-3020,L-000194,"Industrial Estate, Nagercoil",O-000020,Highland Digital Enterprises,,,REGISTRATION_RECORD,2026-08-17 08:59:07,,,65,CR-2026-2007
REC-MA-0042857,P-000385,Yash Pillai,,,,,,L-000082,"Highway Junction, Nagercoil",,,,,LOCATION_PING,2026-01-16 07:03:15,,,14,
REC-MA-0042858,P-000888,Anjali Karthikeyan,,,,,,L-000181,"Highway Junction, Chennai",,,,,SIGHTING_REPORT,2026-04-22 05:00:24,,,62,
REC-MA-0042859,P-000248,Tanvi Krishnan,,,,V-000480,RJ-07-GQ-5116,L-000096,"Warehouse Zone, Tiruchirappalli",,,,,VEHICLE_MOVEMENT,2026-03-15 14:28:50,,,85,CR-2026-2011
REC-MA-0042860,P-000534,Shikha Chopra,,,,,,L-000052,"Bus Stand, Erode",,,,,LOCATION_PING,2026-06-05 16:23:21,,,46,CR-2026-2019
REC-MA-0042861,P-001949,Ajay Shinde,,,,V-000074,UP-54-SG-7841,L-000077,"Textile Market, Coimbatore",,,P-001349,Sandeep Desai,VEHICLE_MOVEMENT,2026-02-23 18:43:31,,,98,
REC-MA-0042862,P-000782,Poonam Kapoor,,,,V-000115,GJ-69-RN-1267,L-000167,"Old Town, Dindigul",,,,,VEHICLE_MOVEMENT,2026-07-26 04:11:24,,,41,
REC-MA-0042863,P-000676,Lakshmi Patel,,PH-000421,+91-5518426945,,,,,,,,,CALL_LOG,2026-05-02 00:00:21,,,48,
REC-MA-0042864,P-001206,Divya Das,,,,V-000621,UP-53-VE-6628,L-000031,"Highway Junction, Dindigul",,,,,VEHICLE_MOVEMENT,2026-07-16 07:16:48,,,27,
REC-MA-0042865,P-000466,Kirti Prakash,,,,V-000305,BR-97-BW-8231,L-000147,"Port Area, Tiruchirappalli",,,,,VEHICLE_MOVEMENT,2026-08-17 16:05:53,,,54,CR-2026-2016
REC-MA-0042866,P-000009,Rakesh Mahapatra,,,,,,L-000077,"Textile Market, Coimbatore",,,,,LOCATION_PING,2026-06-10 09:06:16,,,100,
REC-MA-0042867,P-001496,Neha Chakraborty,,,,,,L-000016,"University Road, Karur",,,,,SIGHTING_REPORT,2026-08-20 10:20:51,,,83,CR-2026-2007
REC-MA-0042868,P-000870,Zoya Banerjee,,PH-000389,+91-8321528506,,,,,O-000134,Bluebird Distributors Movers,,,FINANCIAL_TXN,2026-05-07 19:07:11,183641,Matches known alias spelling,20,CR-2026-2002
REC-MA-0042869,P-000043,Rohit Ghosh,,,,,,L-000079,"Warehouse Zone, Salem",,,,,SIGHTING_REPORT,2026-03-07 02:41:35,,,73,
REC-MA-0042870,P-001695,Mohan Sen,,,,V-000387,CG-03-YD-4749,L-000182,"IT Park, Karur",,,,,VEHICLE_MOVEMENT,2026-02-14 00:18:14,,,20,
REC-MA-0042871,P-000163,Santosh Mehta,,PH-000287,+91-9966361863,,,,,,,,,CALL_LOG,2026-08-18 07:25:11,,,100,
REC-MA-0042872,P-001055,Ankit Pawar,,PH-000065,+91-9557988774,,,,,,,,,CALL_LOG,2026-01-08 18:14:46,,,40,CR-2026-2006
REC-MA-0042873,P-001760,Kavita Gupta,,,,V-000500,PB-41-PS-3176,L-000165,"Ring Road, Krishnagiri",,,,,VEHICLE_MOVEMENT,2026-06-04 14:19:44,,,74,
REC-MA-0042874,P-001937,Akshay Deshpande,,PH-000970,+91-1072011379,,,,,,,,,CALL_LOG,2026-06-16 07:43:16,,Documentation mismatch flagged,33,
REC-MA-0042875,P-000168,Swati Murugan,,,,,,L-000151,"Warehouse Zone, Salem",,,,,LOCATION_PING,2026-02-26 07:48:27,,,40,CR-2026-2020
REC-MA-0042876,P-000479,Bharat Gaikwad,,,,,,L-000096,"Warehouse Zone, Tiruchirappalli",,,,,LOCATION_PING,2026-02-01 01:06:37,,,54,
REC-MA-0042877,P-001480,Poonam Kulkarni,"P. Kulkarni,Poonam K.,P K",PH-000498,+91-5579980284,,,,,O-000054,Global Shipping & Co,,,FINANCIAL_TXN,2026-08-17 10:08:36,205112,,74,CR-2026-2008
REC-MA-0042878,P-000676,Lakshmi Patel,,PH-000421,+91-5518426945,,,,,,,,,CALL_LOG,2026-05-20 02:43:51,,Vehicle observed at loading bay,77,
REC-MA-0042879,P-000428,Pooja Banerjee,,PH-000985,+91-0041321147,,,,,O-000017,Nexus Textiles Movers,,,FINANCIAL_TXN,2026-04-18 15:57:30,139933,,20,CR-2026-2012
REC-MA-0042880,P-000608,Nisha Bose,,PH-000192,+91-1837455084,,,,,O-000056,Highland Importers Group,,,FINANCIAL_TXN,2026-05-02 19:04:39,140805,,65,
REC-MA-0042881,P-000635,Suresh Kulkarni,,PH-000075,+91-8718637599,,,,,O-000022,Vantage Infrastructure Pvt Ltd,,,FINANCIAL_TXN,2026-08-16 09:41:39,155407,,48,
REC-MA-0042882,P-001568,Kavita Rao,,,,V-000297,TS-81-LK-3608,L-000181,"Highway Junction, Chennai",,,,,VEHICLE_MOVEMENT,2026-07-20 10:38:56,,Cash pickup observed near market road,9,
REC-MA-0042883,P-000355,Pranav Sharma,,PH-000858,+91-1169666725,,,,,,,P-000984,Kirti Hegde,CALL_LOG,2026-08-05 08:17:01,,,41,
REC-MA-0042884,P-001562,Kirti Das,,PH-000330,+91-4399201166,,,,,O-000016,Eastern Financial Group,,,FINANCIAL_TXN,2026-07-23 07:12:14,239402,,26,
REC-MA-0042885,P-001371,Nikhil Rajan,,PH-000134,+91-7139155963,,,,,,,,,CALL_LOG,2026-02-23 05:06:55,,,81,CR-2026-2004
REC-MA-0042886,P-000494,Pooja Menon,,PH-000339,+91-3806984775,,,,,,,P-001893,Ashok Malhotra,CALL_LOG,2026-05-20 05:22:19,,,98,
REC-MA-0042887,P-000697,Keshav Patel,,,,,,L-000089,"Ring Road, Krishnagiri",,,,,SIGHTING_REPORT,2026-07-15 11:57:15,,,52,CR-2026-2014
REC-MA-0042888,P-001491,Sanjay Patel,,PH-000701,+91-9966734595,,,,,,,,,CALL_LOG,2026-08-08 01:50:47,,,100,
REC-MA-0042889,P-001366,Lakshmi Gupta,,,,,,L-000061,"Old Town, Tiruchirappalli",,,,,LOCATION_PING,2026-02-09 21:35:10,,Vehicle observed at loading bay,33,
REC-MA-0042890,P-001884,Zoya Yadav,,PH-000657,+91-4883607658,,,,,O-000053,Union Shipping Pvt Ltd,P-000878,Priya Iyer,FINANCIAL_TXN,2026-08-05 01:46:13,33619,,62,CR-2026-2001
REC-MA-0042891,P-000433,Suresh Gaikwad,,,,,,L-000121,"Residential Colony, Nagercoil",,,,,SIGHTING_REPORT,2026-05-30 02:48:59,,,82,
REC-MA-0042892,P-000679,Dinesh Sen,,,,V-000049,TS-12-TB-3882,L-000198,"Port Area, Krishnagiri",,,,,VEHICLE_MOVEMENT,2026-02-19 01:02:13,,,50,
REC-MA-0042893,P-001658,Shikha Rajan,,PH-000382,+91-6792408222,,,,,,,,,CALL_LOG,2026-02-14 02:41:57,,,71,CR-2026-2004
REC-MA-0042894,P-001254,Priya Chakraborty,,PH-000879,+91-4606664374,,,,,O-000077,National Financial Ltd,,,FINANCIAL_TXN,2026-03-06 00:50:22,127679,Matches known alias spelling,85,
REC-MA-0042895,P-001061,Kartik Deshmukh,,,,,,L-000179,"SIPCOT, Tiruchirappalli",,,,,LOCATION_PING,2026-01-05 05:17:32,,,22,
REC-MA-0042896,P-001448,Sneha Bose,,PH-000808,+91-7425859177,,,,,,,,,CALL_LOG,2026-05-09 21:40:09,,,31,
REC-MA-0042897,P-000894,Divya Menon,,PH-000926,+91-0442101750,,,,,O-000032,Eastern Distributors & Co,,,FINANCIAL_TXN,2026-02-28 14:47:58,143948,,58,CR-2026-2015
REC-MA-0042898,P-000435,Arun Dutta,,,,V-000368,DL-86-QL-4025,L-000016,"University Road, Karur",O-000081,Regal Shipping Traders,P-001311,Karan Kulkarni,REGISTRATION_RECORD,2026-07-15 14:34:28,,,43,CR-2026-2012
REC-MA-0042899,P-000637,Chandan Dubey,,PH-000427,+91-1637618209,,,,,O-000005,Global Pharma Enterprises,,,FINANCIAL_TXN,2026-07-24 21:14:40,11314,,29,CR-2026-2006
REC-MA-0042900,P-000267,Sourav Hegde,"S. Hegde,Sourav H.,S H",,,,,L-000090,"Warehouse Zone, Salem",,,,,LOCATION_PING,2026-02-15 21:18:15,,,55,
REC-MA-0042901,P-000518,Meera Chettiar,,,,,,L-000102,"Industrial Estate, Hosur",,,P-001004,Priya Menon,LOCATION_PING,2026-04-13 05:47:52,,,39,
REC-MA-0042902,P-000655,Aman Dubey,,,,,,L-000009,"Highway Junction, Krishnagiri",,,,,SIGHTING_REPORT,2026-01-29 12:31:52,,,79,
REC-MA-0042903,P-000887,Nirav Reddy,,,,V-000509,TN-38-GL-7286,L-000091,"Industrial Estate, Nagapattinam",,,,,VEHICLE_MOVEMENT,2026-03-14 14:26:07,,,83,
REC-MA-0042904,P-001084,Rekha Dubey,,PH-000534,+91-9743251225,,,,,,,,,CALL_LOG,2026-02-11 11:39:39,,Vehicle observed at loading bay,56,
REC-MA-0042905,P-001832,Sneha Tripathi,,PH-000997,+91-7112229907,,,,,,,,,CALL_LOG,2026-07-18 20:52:55,,,62,
REC-MA-0042906,P-001559,Pranav Swain,,,,V-000348,TN-08-MX-1132,L-000151,"Warehouse Zone, Salem",O-000233,Vantage Digital Enterprises,P-001565,Kiran Patel,REGISTRATION_RECORD,2026-01-22 15:28:34,,Funds routed through multiple accounts,83,CR-2026-2004
REC-MA-0042907,P-001240,Sneha Pillai,,,,,,L-000089,"Ring Road, Krishnagiri",,,,,SIGHTING_REPORT,2026-04-11 00:55:17,,,31,CR-2026-2020
REC-MA-0042908,P-001752,Riya Chettiar,,PH-000535,+91-7207650241,,,,,,,,,CALL_LOG,2026-02-21 23:07:34,,,100,CR-2026-2001
REC-MA-0042909,P-001960,Megha Malhotra,,,,V-000089,TN-90-UE-1841,L-000153,"University Road, Krishnagiri",O-000020,Highland Digital Enterprises,,,REGISTRATION_RECORD,2026-01-05 14:39:28,,,97,CR-2026-2018
REC-MA-0042910,P-001636,Radhika Khanna,,,,V-000646,MH-74-NM-6307,L-000052,"Bus Stand, Erode",,,,,VEHICLE_MOVEMENT,2026-06-16 12:59:09,,Vehicle observed at loading bay,46,CR-2026-2019
REC-MA-0042911,P-000568,Simran Deshpande,,PH-000308,+91-3938661331,,,,,,,,,CALL_LOG,2026-06-30 04:12:13,,,80,
REC-MA-0042912,P-000224,Ananya Ganesan,,PH-000198,+91-3266678507,,,,,O-000021,Pinnacle Steel Udyog,,,FINANCIAL_TXN,2026-01-31 12:51:12,114337,High frequency evening calls,13,
REC-MA-0042913,P-000804,Bhavna Chavan,,,,,,L-000033,"Old Town, Erode",,,,,LOCATION_PING,2026-03-06 18:24:04,,,56,
REC-MA-0042914,P-001863,Manoj Pillai,,,,,,L-000135,"Market Road, Kanniyakumari",,,,,SIGHTING_REPORT,2026-03-24 15:49:18,,,82,
REC-MA-0042915,P-001943,Ankit Bansal,,PH-000020,+91-1286391741,,,,,O-000162,Vantage Energy Udyog,,,FINANCIAL_TXN,2026-05-18 09:44:44,238667,,89,
REC-MA-0042916,P-001076,Swati Khanna,"S. Khanna,Swati K.,S K",,,V-000192,TN-44-QR-2532,L-000148,"Highway Junction, Madurai",,,,,VEHICLE_MOVEMENT,2026-07-22 20:36:34,,,41,
REC-MA-0042917,P-001801,Harish Natarajan,,,,V-000623,CG-77-VT-2607,L-000121,"Residential Colony, Nagercoil",O-000182,Trustline Retail Pvt Ltd,,,REGISTRATION_RECORD,2026-02-06 09:09:17,,Repeated presence near restricted zone,79,
REC-MA-0042918,P-000965,Sanjay Gupta,,,,V-000043,DL-47-MA-9043,L-000023,"Bus Stand, Kanniyakumari",,,,,VEHICLE_MOVEMENT,2026-06-26 09:34:36,,Matches known alias spelling,89,
REC-MA-0042919,P-001507,Varun Kapoor,,,,,,L-000197,"IT Park, Tirunelveli",,,,,SIGHTING_REPORT,2026-02-02 18:21:28,,,46,CR-2026-2006
REC-MA-0042920,P-000830,Neha Rao,,PH-000154,+91-4896465280,,,,,,,,,CALL_LOG,2026-06-12 01:01:03,,,66,CR-2026-2016
REC-MA-0042921,P-001371,Nikhil Rajan,,,,,,L-000054,"Warehouse Zone, Cuddalore",,,,,LOCATION_PING,2026-05-04 23:59:47,,,49,
REC-MA-0042922,P-001930,Nisha Das,,PH-000066,+91-9242437540,,,,,,,,,CALL_LOG,2026-03-31 22:46:38,,Co-location with case-linked individual,64,
REC-MA-0042923,P-000023,Yash Pandey,,,,V-000324,CG-77-PF-1768,L-000091,"Industrial Estate, Nagapattinam",O-000247,Eastern Freight Pvt Ltd,,,REGISTRATION_RECORD,2026-03-23 15:39:25,,,52,
REC-MA-0042924,P-000010,Aarti Ghosh,,,,,,L-000163,"SIPCOT, Hosur",,,,,LOCATION_PING,2026-02-11 09:42:07,,,58,
REC-MA-0042925,P-000428,Pooja Banerjee,,PH-000985,+91-0041321147,,,,,,,,,CALL_LOG,2026-02-20 01:12:19,,Contact cluster under observation,28,CR-2026-2012
REC-MA-0042926,P-000562,Vaishnavi Iyer,,,,V-000647,AP-15-IB-1764,L-000020,"Residential Colony, Karur",,,,,VEHICLE_MOVEMENT,2026-03-19 20:35:48,,Documentation mismatch flagged,18,
REC-MA-0042927,P-001231,Saurabh Bhattacharya,,,,V-000142,MP-35-XB-3242,L-000188,"Railway Station, Chennai",,,,,VEHICLE_MOVEMENT,2026-05-27 10:34:43,,,81,CR-2026-2011
REC-MA-0042928,P-001875,Saurabh Pawar,,PH-000594,+91-8810569741,,,,,O-000069,Union Exports Ltd,,,FINANCIAL_TXN,2026-05-15 21:37:42,214748,,88,CR-2026-2006
REC-MA-0042929,P-000465,Aman Nair,,PH-000171,+91-7327881476,,,,,O-000047,Eastern Steel Udyog,,,FINANCIAL_TXN,2026-08-10 18:31:44,206019,Repeated presence near restricted zone,54,
REC-MA-0042930,P-001622,Nisha Krishnan,,PH-000603,+91-5960945449,,,,,O-000038,Vantage Agro Udyog,,,FINANCIAL_TXN,2026-02-14 07:29:56,72395,,58,CR-2026-2002
REC-MA-0042931,P-000720,Vaishnavi Chauhan,,PH-000967,+91-0900404769,,,,,O-000047,Eastern Steel Udyog,,,FINANCIAL_TXN,2026-02-21 14:19:23,200164,,94,
REC-MA-0042932,P-001257,Vivek Menon,,PH-000207,+91-5399893544,,,,,,,,,CALL_LOG,2026-07-09 01:36:51,,,44,
REC-MA-0042933,P-001293,Anil Singh,"A. Singh,Anil S.,A S",PH-000804,+91-3465495005,,,,,,,,,CALL_LOG,2026-04-01 12:34:28,,,34,CR-2026-2011
REC-MA-0042934,P-000078,Sunita Iyer,,PH-000643,+91-7536127515,,,,,,,P-001427,Ravi Mehta,CALL_LOG,2026-03-22 10:02:35,,Cash pickup observed near market road,14,
REC-MA-0042935,P-001856,Sneha Mukherjee,,,,,,L-000167,"Old Town, Dindigul",,,,,LOCATION_PING,2026-06-14 02:09:09,,Matches known alias spelling,43,CR-2026-2012
REC-MA-0042936,P-000143,Ashok Deshpande,,PH-000740,+91-2169666309,,,,,O-000137,City Pharma Udyog,,,FINANCIAL_TXN,2026-05-29 21:25:07,87232,,65,
REC-MA-0042937,P-000169,Manoj Saha,,PH-000936,+91-7367042549,,,,,O-000235,Eastern Agro Ltd,,,FINANCIAL_TXN,2026-03-15 17:49:32,240302,,87,CR-2026-2018
REC-MA-0042938,P-001495,Arun Ghosh,,,,V-000335,BR-36-JF-3264,L-000012,"Bus Stand, Madurai",,,,,VEHICLE_MOVEMENT,2026-05-10 11:56:30,,,27,
REC-MA-0042939,P-000326,Rekha Dutta,,PH-000264,+91-0501508124,,,,,,,,,CALL_LOG,2026-01-06 08:10:23,,,74,
REC-MA-0042940,P-000352,Anjali Dutta,,PH-000888,+91-7071398482,,,,,O-000188,Trustline Logistics Udyog,,,FINANCIAL_TXN,2026-01-09 07:20:49,131148,,74,
REC-MA-0042941,P-000837,Ishaan Chopra,,,,V-000635,WB-51-JO-3977,L-000124,"Technology Park, Nagapattinam",O-000227,Pinnacle Steel Traders,,,REGISTRATION_RECORD,2026-02-05 21:26:56,,Documentation mismatch flagged,62,
REC-MA-0042942,P-000175,Vikram Joshi,,,,V-000448,KL-52-KY-1359,L-000121,"Residential Colony, Nagercoil",,,,,VEHICLE_MOVEMENT,2026-03-24 13:03:13,,No prior record - routine entry,5,
REC-MA-0042943,P-000043,Rohit Ghosh,,,,V-000260,TS-42-VV-6927,L-000015,"SIPCOT, Kanniyakumari",,,,,VEHICLE_MOVEMENT,2026-05-28 07:30:15,,,86,
REC-MA-0042944,P-001448,Sneha Bose,,PH-000808,+91-7425859177,,,,,O-000143,Highland Digital Movers,,,FINANCIAL_TXN,2026-01-17 15:14:12,207255,,35,
REC-MA-0042945,P-000105,Rajesh Krishnan,,,,,,L-000189,"Industrial Estate, Nagapattinam",,,,,LOCATION_PING,2026-04-26 07:05:42,,,41,
REC-MA-0042946,P-000484,Shalini Chopra,,,,,,L-000023,"Bus Stand, Kanniyakumari",,,,,SIGHTING_REPORT,2026-01-31 19:11:18,,,78,CR-2026-2006
REC-MA-0042947,P-000248,Tanvi Krishnan,,,,,,L-000012,"Bus Stand, Madurai",,,,,SIGHTING_REPORT,2026-08-23 12:02:09,,,83,CR-2026-2019
REC-MA-0042948,P-001800,Simran Natarajan,,PH-000283,+91-9877515366,,,,,,,,,CALL_LOG,2026-06-12 12:00:25,,Funds routed through multiple accounts,51,
REC-MA-0042949,P-000472,Kavita Natarajan,,PH-000295,+91-7901475469,,,,,O-000013,Prime Trading Traders,,,FINANCIAL_TXN,2026-05-23 03:04:17,124913,,56,
REC-MA-0042950,P-001195,Varun Deshpande,,PH-000886,+91-9025425730,,,,,,,,,CALL_LOG,2026-07-25 08:28:42,,,64,
REC-MA-0042951,P-000877,Anil Venkatesh,,,,V-000109,GJ-68-MQ-4222,L-000052,"Bus Stand, Erode",,,P-000381,Gopal Joshi,VEHICLE_MOVEMENT,2026-07-07 12:46:12,,Contact cluster under observation,45,CR-2026-2013
REC-MA-0042952,P-001104,Jaya Sharma,,PH-000458,+91-2271133228,,,,,,,P-000794,Zoya Das,CALL_LOG,2026-06-14 21:53:23,,,4,
REC-MA-0042953,P-000175,Vikram Joshi,,,,V-000061,UP-56-YU-3411,L-000068,"Bus Stand, Hosur",O-000023,Apex Automotive Traders,,,REGISTRATION_RECORD,2026-07-24 01:51:08,,,54,
REC-MA-0042954,P-000203,Aditya Nayak,,,,V-000081,MH-72-HZ-4587,L-000189,"Industrial Estate, Nagapattinam",,,,,VEHICLE_MOVEMENT,2026-07-02 23:34:35,,Vehicle observed at loading bay,26,
REC-MA-0042955,P-001636,Radhika Khanna,,,,V-000391,TS-72-PI-1988,L-000147,"Port Area, Tiruchirappalli",,,,,VEHICLE_MOVEMENT,2026-05-06 16:24:39,,,60,CR-2026-2019
REC-MA-0042956,P-001126,Kavita Ganesan,,,,V-000232,MH-77-QA-5004,L-000035,"Highway Junction, Kanniyakumari",,,,,VEHICLE_MOVEMENT,2026-06-06 15:32:05,,,10,
REC-MA-0042957,P-000015,Jatin Kulkarni,,PH-000109,+91-0269524991,,,,,O-000142,Prime Importers Group,,,FINANCIAL_TXN,2026-01-16 17:29:13,212016,,96,
REC-MA-0042958,P-001860,Anjali Krishnan,,,,V-000431,WB-73-CJ-7606,L-000102,"Industrial Estate, Hosur",O-000031,Apex Logistics Movers,,,REGISTRATION_RECORD,2026-07-06 08:09:18,,,77,CR-2026-2018
REC-MA-0042959,P-000360,Jaya Nair,,PH-000204,+91-1884852008,,,,,O-000069,Union Exports Ltd,,,FINANCIAL_TXN,2026-05-13 07:40:35,222594,,99,
REC-MA-0042960,P-001520,Simran Swain,,PH-000419,+91-1230834024,,,,,O-000243,Eastern Energy Udyog,,,FINANCIAL_TXN,2026-06-14 20:01:35,48575,No prior record - routine entry,1,
REC-MA-0042961,P-001728,Shreya Saha,,,,,,L-000052,"Bus Stand, Erode",,,P-000317,Kiran Sundaram,SIGHTING_REPORT,2026-01-26 20:26:35,,Matches known alias spelling,48,
REC-MA-0042962,P-001071,Punit Ganesan,,,,V-000027,WB-41-DE-3967,L-000056,"Warehouse Zone, Nagercoil",,,,,VEHICLE_MOVEMENT,2026-01-03 13:53:39,,,29,
REC-MA-0042963,P-001555,Ashok Naidu,,,,V-000544,TN-65-SZ-6116,L-000129,"Warehouse Zone, Nagercoil",O-000148,Union Financial Enterprises,,,REGISTRATION_RECORD,2026-05-02 18:19:59,,No prior record - routine entry,89,CR-2026-2014
REC-MA-0042964,P-001090,Megha Patel,,PH-000341,+91-9055107620,,,,,O-000175,Bluebird Freight Pvt Ltd,,,FINANCIAL_TXN,2026-02-21 16:54:36,80516,,44,CR-2026-2016
REC-MA-0042965,P-001115,Dinesh Das,,,,V-000081,MH-72-HZ-4587,L-000024,"Bus Stand, Tiruchirappalli",O-000063,Apex Retail Udyog,,,REGISTRATION_RECORD,2026-06-04 03:59:32,,,2,CR-2026-2003
REC-MA-0042966,P-000364,Divya Khanna,,,,V-000229,KA-93-CC-9272,L-000040,"University Road, Tirunelveli",,,,,VEHICLE_MOVEMENT,2026-08-09 12:45:54,,,65,CR-2026-2011
REC-MA-0042967,P-001670,Jaya Pawar,,PH-000040,+91-3403127722,,,,,,,,,CALL_LOG,2026-02-26 02:20:38,,,37,
REC-MA-0042968,P-000887,Nirav Reddy,,PH-000396,+91-6284177225,,,,,O-000161,Trustline Infrastructure Udyog,,,FINANCIAL_TXN,2026-05-05 16:42:12,207617,,70,
REC-MA-0042969,P-001169,Chandan Sundaram,,,,V-000051,KL-35-ZF-9748,L-000039,"Port Area, Dindigul",,,,,VEHICLE_MOVEMENT,2026-04-12 03:35:14,,,35,CR-2026-2002
REC-MA-0042970,P-001743,Akshay Joshi,,,,V-000085,CG-04-KL-2937,L-000052,"Bus Stand, Erode",,,,,VEHICLE_MOVEMENT,2026-04-08 09:39:31,,,9,
REC-MA-0042971,P-000046,Radhika Bansal,,,,,,L-000162,"Industrial Estate, Thoothukudi",,,,,SIGHTING_REPORT,2026-03-13 09:37:51,,,46,CR-2026-2009
REC-MA-0042972,P-001490,Ritu Gaikwad,,,,,,L-000059,"IT Park, Chennai",,,,,LOCATION_PING,2026-07-11 14:34:46,,,30,CR-2026-2013
REC-MA-0042973,P-001720,Sonia Krishnan,,PH-000967,+91-0900404769,,,,,O-000079,Apex Trading Traders,,,FINANCIAL_TXN,2026-06-14 16:07:33,93188,,24,CR-2026-2012
REC-MA-0042974,P-001181,Shashank Reddy,,PH-000199,+91-2081155626,,,,,,,,,CALL_LOG,2026-04-29 22:20:57,,No prior record - routine entry,100,CR-2026-2019
REC-MA-0042975,P-001251,Ramesh Shinde,,PH-000173,+91-9081081866,,,,,O-000177,Regal Shipping Group,,,FINANCIAL_TXN,2026-04-10 19:48:36,239421,,65,CR-2026-2017
REC-MA-0042976,P-001801,Harish Natarajan,,PH-000647,+91-4763928319,,,,,,,,,CALL_LOG,2026-06-05 11:34:08,,Co-location with case-linked individual,75,CR-2026-2015
REC-MA-0042977,P-001273,Rohit Dubey,,PH-000641,+91-5782434776,,,,,,,,,CALL_LOG,2026-08-25 03:39:24,,Co-location with case-linked individual,80,CR-2026-2012
REC-MA-0042978,P-000656,Meera Menon,,PH-000318,+91-6852701713,,,,,O-000191,Orbit Financial Group,,,FINANCIAL_TXN,2026-06-07 22:49:55,142587,,17,CR-2026-2001
REC-MA-0042979,P-000575,Aman Pillai,,PH-000582,+91-8197400564,,,,,O-000065,Silver Trading Udyog,,,FINANCIAL_TXN,2026-03-05 06:06:43,75166,Co-location with case-linked individual,62,
REC-MA-0042980,P-000163,Santosh Mehta,,PH-000287,+91-9966361863,,,,,O-000121,Prime Retail Group,P-001220,Sonia Shinde,FINANCIAL_TXN,2026-04-12 14:10:46,62418,Inconsistent address on record,64,
REC-MA-0042981,P-001747,Aditya Kamath,,,,V-000487,CG-88-TX-2390,L-000181,"Highway Junction, Chennai",,,P-000370,Bhavna Mehta,VEHICLE_MOVEMENT,2026-09-01 16:59:59,,,77,
REC-MA-0042982,P-001240,Sneha Pillai,,PH-000638,+91-6334727274,,,,,,,,,CALL_LOG,2026-08-29 14:08:49,,No prior record - routine entry,69,
REC-MA-0042983,P-000830,Neha Rao,,PH-000154,+91-4896465280,,,,,,,,,CALL_LOG,2026-04-14 13:05:11,,,55,
REC-MA-0042984,P-001772,Rekha Tiwari,"R. Tiwari,Rekha T.,R T",PH-000468,+91-8711216636,,,,,O-000071,Pinnacle Steel Traders,,,FINANCIAL_TXN,2026-06-30 18:31:04,192771,Frequent contact with flagged number,81,CR-2026-2010
REC-MA-0042985,P-000804,Bhavna Chavan,,,,V-000325,TS-35-ZB-2409,L-000165,"Ring Road, Krishnagiri",O-000248,Regal Shipping Group,,,REGISTRATION_RECORD,2026-01-04 11:11:48,,,80,CR-2026-2019
REC-MA-0042986,P-000530,Vandana Bose,,PH-000679,+91-4268774186,,,,,O-000025,Bluebird Construction Group,,,FINANCIAL_TXN,2026-04-13 12:41:48,245603,Documentation mismatch flagged,34,
REC-MA-0042987,P-001847,Kartik Subramanian,,,,,,L-000160,"Industrial Estate, Thoothukudi",,,,,SIGHTING_REPORT,2026-07-22 19:35:52,,,63,
REC-MA-0042988,P-000435,Arun Dutta,,,,V-000660,CG-16-YQ-3595,L-000067,"Market Road, Nagercoil",,,P-001240,Sneha Pillai,VEHICLE_MOVEMENT,2026-07-16 22:08:56,,Contact cluster under observation,53,CR-2026-2017
REC-MA-0042989,P-001058,Ananya Menon,,,,V-000594,DL-43-RR-2336,L-000016,"University Road, Karur",O-000211,United Energy Traders,,,REGISTRATION_RECORD,2026-05-22 18:12:40,,Repeated presence near restricted zone,47,CR-2026-2017
REC-MA-0042990,P-000023,Yash Pandey,,PH-000870,+91-8345273466,,,,,O-000082,Highland Infrastructure Ltd,,,FINANCIAL_TXN,2026-02-07 08:34:44,239774,No prior record - routine entry,41,
REC-MA-0042991,P-001171,Akshay Das,,PH-000913,+91-3447650471,,,,,O-000114,City Trading Pvt Ltd,,,FINANCIAL_TXN,2026-07-02 11:47:56,173839,,19,
REC-MA-0042992,P-001184,Riya Mehta,,,,,,L-000022,"IT Park, Madurai",,,,,LOCATION_PING,2026-04-11 22:29:40,,,50,
REC-MA-0042993,P-000393,Karan Dutta,,PH-000178,+91-2776974995,,,,,,,,,CALL_LOG,2026-04-10 08:10:25,,Repeated presence near restricted zone,36,CR-2026-2010
REC-MA-0042994,P-001720,Sonia Krishnan,,,,V-000047,KA-33-CQ-5180,L-000012,"Bus Stand, Madurai",,,,,VEHICLE_MOVEMENT,2026-08-04 15:36:14,,Cash pickup observed near market road,4,CR-2026-2002
REC-MA-0042995,P-000004,Jaya Rao,,,,V-000607,HR-43-BN-5152,L-000178,"Bus Stand, Karur",O-000216,Crystal Trading & Co,,,REGISTRATION_RECORD,2026-08-08 16:57:16,,,72,
